Ticker,AMD,AMD,AMD,AMD,AMD,AMD,PLTR,PLTR,PLTR,PLTR,PLTR,PLTR,TSLA,TSLA,TSLA,TSLA,TSLA,TSLA,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA,NFLX,NFLX,NFLX,NFLX,NFLX,NFLX
Price,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume,Open,High,Low,Close,Adj Close,Volume
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-13,179.91000366210938,186.64999389648438,179.3800048828125,184.4199981689453,184.4199981689453,108305100,189.0,189.4600067138672,183.58999633789062,184.3699951171875,184.3699951171875,53610000,341.5,348.9800109863281,338.20001220703125,339.3800048828125,339.3800048828125,67838900,182.6199951171875,183.97000122070312,179.35000610351562,181.58999633789062,181.3484649658203,179871700,123.4000015258789,123.71199798583984,120.30000305175781,120.44400024414062,120.44400024414062,27624000
2025-08-14,179.8300018310547,185.44000244140625,179.55999755859375,180.9499969482422,180.9499969482422,66308800,182.41000366210938,185.3300018310547,179.1999969482422,181.02000427246094,181.02000427246094,53472900,335.760009765625,340.4700012207031,330.3999938964844,335.5799865722656,335.5799865722656,75000700,179.75,183.02000427246094,179.4600067138672,182.02000427246094,181.7778778076172,129554000,120.98899841308594,124.40899658203125,120.7030029296875,123.05599975585938,123.05599975585938,39047000
2025-08-15,180.05999755859375,180.13999938964844,176.25,177.50999450683594,177.50999450683594,51543100,179.72500610351562,180.0,173.3800048828125,177.1699981689453,177.1699981689453,60288700,337.6600036621094,339.29998779296875,327.0199890136719,330.55999755859375,330.55999755859375,74319800,181.8800048828125,181.89999389648438,178.0399932861328,180.4499969482422,180.20997619628906,156602200,123.40399932861328,124.69400024414062,122.78800201416016,123.8949966430664,123.8949966430664,27678000
2025-08-18,176.75999450683594,178.8000030517578,174.36000061035156,176.13999938964844,176.13999938964844,35937500,175.27000427246094,177.89999389648438,171.38999938964844,174.02999877929688,174.02999877929688,62656600,329.6199951171875,336.2699890136719,329.5899963378906,335.1600036621094,335.1600036621094,56956600,180.60000610351562,182.94000244140625,180.58999633789062,182.00999450683594,181.76788330078125,132008000,123.56300354003906,125.11599731445312,123.54499816894531,124.50900268554688,124.50900268554688,21111000
2025-08-19,173.10000610351562,173.1699981689453,166.10000610351562,166.5500030517578,166.5500030517578,64455000,171.36000061035156,172.3000030517578,156.89999389648438,157.75,157.75,137922700,335.7900085449219,340.54998779296875,327.8500061035156,329.30999755859375,329.30999755859375,75956000,182.42999267578125,182.5,175.49000549316406,175.63999938964844,175.4063720703125,185229200,124.0199966430664,124.0999984741211,119.27899932861328,121.41500091552734,121.41500091552734,37077000
2025-08-20,164.10000610351562,166.64999389648438,158.25,165.1999969482422,165.1999969482422,60233200,152.3000030517578,156.4600067138672,142.33999633789062,156.00999450683594,156.00999450683594,220336400,329.2200012207031,331.3699951171875,314.6000061035156,323.8999938964844,323.8999938964844,77481800,175.1699981689453,176.0,168.8000030517578,175.39999389648438,175.16668701171875,215142700,121.80000305175781,122.30000305175781,119.33100128173828,121.38600158691406,121.38600158691406,24344000
2025-08-21,165.86000061035156,165.8800048828125,162.25999450683594,163.7100067138672,163.7100067138672,37880500,157.1699981689453,157.97000122070312,153.80999755859375,156.17999267578125,156.17999267578125,94678600,322.0799865722656,324.8999938964844,318.67999267578125,320.1099853515625,320.1099853515625,55744400,174.85000610351562,176.89999389648438,173.80999755859375,174.97999572753906,174.7472381591797,140040900,121.14299774169922,122.13999938964844,119.76399993896484,120.62100219726562,120.62100219726562,20472000
2025-08-22,162.1699981689453,168.52999877929688,161.8000030517578,167.75999450683594,167.75999450683594,43998600,155.31500244140625,163.1999969482422,151.77000427246094,158.74000549316406,158.74000549316406,102099200,321.6600036621094,340.25,319.69000244140625,340.010009765625,340.010009765625,94016300,172.61000061035156,178.58999633789062,171.1999969482422,177.99000549316406,177.75326538085938,172789400,120.88800048828125,121.36199951171875,119.822998046875,120.46499633789062,120.46499633789062,31281000
2025-08-25,165.5500030517578,165.58999633789062,161.72000122070312,163.36000061035156,163.36000061035156,36134700,156.10000610351562,158.58999633789062,149.3699951171875,157.1699981689453,157.1699981689453,86879800,338.8999938964844,349.5299987792969,335.0299987792969,346.6000061035156,346.6000061035156,86670000,178.35000610351562,181.91000366210938,176.57000732421875,179.80999755859375,179.57083129882812,163012800,120.16500091552734,123.37999725341797,119.9000015258789,121.80699920654297,121.80699920654297,28120000
2025-08-26,168.64999389648438,169.77000427246094,164.91000366210938,166.6199951171875,166.6199951171875,52138600,155.38999938964844,162.1300048828125,154.57000732421875,160.8699951171875,160.8699951171875,86573700,344.92999267578125,351.8999938964844,343.7200012207031,351.6700134277344,351.6700134277344,76651600,180.05999755859375,182.38999938964844,178.80999755859375,181.77000427246094,181.52822875976562,168688200,122.02100372314453,123.1500015258789,121.22000122070312,122.60900115966797,122.60900115966797,19857000
2025-08-27,166.0399932861328,167.67999267578125,164.64999389648438,167.1300048828125,167.1300048828125,37031000,162.32000732421875,162.39999389648438,155.97999572753906,156.72000122070312,156.72000122070312,76380600,351.94000244140625,355.3900146484375,349.1600036621094,349.6000061035156,349.6000061035156,65519000,181.97999572753906,182.49000549316406,179.10000610351562,181.60000610351562,181.35845947265625,235518900,122.36100006103516,122.9209976196289,121.30000305175781,122.3499984741211,122.3499984741211,16645000
2025-08-28,168.5,170.99000549316406,166.64999389648438,168.5800018310547,168.5800018310547,36285200,157.6300048828125,158.22999572753906,152.5500030517578,158.1199951171875,158.1199951171875,57885200,350.9100036621094,353.54998779296875,340.260009765625,345.9800109863281,345.9800109863281,67903200,180.82000732421875,184.47000122070312,176.41000366210938,180.1699981689453,179.93035888671875,281787800,122.27899932861328,123.78900146484375,121.427001953125,123.1449966430664,123.1449966430664,19503000
2025-08-29,166.80999755859375,168.57000732421875,161.89999389648438,162.6300048828125,162.6300048828125,37516800,156.97999572753906,158.4199981689453,153.0,156.7100067138672,156.7100067138672,45270500,347.2300109863281,348.75,331.70001220703125,333.8699951171875,333.8699951171875,81145700,178.11000061035156,178.14999389648438,173.14999389648438,174.17999267578125,173.94830322265625,243257900,122.7969970703125,122.87899780273438,120.11499786376953,120.82499694824219,120.82499694824219,32098000
2025-09-02,158.4199981689453,162.38999938964844,156.6199951171875,162.32000732421875,162.32000732421875,38656100,151.1999969482422,158.38999938964844,150.27999877929688,157.08999633789062,157.08999633789062,65435000,328.2300109863281,333.3299865722656,325.6000061035156,329.3599853515625,329.3599853515625,58392000,170.0,172.3800048828125,167.22000122070312,170.77999877929688,170.55284118652344,231164900,119.69999694824219,121.54000091552734,118.27999877929688,121.41100311279297,121.41100311279297,23033000
2025-09-03,161.80999755859375,164.75,160.5800018310547,162.1300048828125,162.1300048828125,30752800,158.0,161.14999389648438,152.7100067138672,154.89999389648438,154.89999389648438,66052300,335.20001220703125,343.3299865722656,328.510009765625,334.0899963378906,334.0899963378906,88733300,171.05999755859375,172.41000366210938,168.8800048828125,170.6199951171875,170.39306640625,164424900,120.51399993896484,122.69999694824219,120.33799743652344,122.61799621582031,122.61799621582031,24715000
2025-09-04,159.94000244140625,162.0500030517578,157.7899932861328,161.7899932861328,161.7899932861328,32103500,154.86500549316406,157.0399932861328,153.16000366210938,156.13999938964844,156.13999938964844,53292300,336.1499938964844,338.8900146484375,331.4800109863281,338.5299987792969,338.5299987792969,60711000,170.57000732421875,171.86000061035156,169.41000366210938,171.66000366210938,171.4316864013672,141670100,122.31999969482422,125.74800109863281,122.30899810791016,125.74800109863281,125.74800109863281,30235000
2025-09-05,157.1199951171875,157.13999938964844,150.17999267578125,151.13999938964844,151.13999938964844,78256000,157.82000732421875,158.97000122070312,148.0399932861328,153.11000061035156,153.11000061035156,81855900,348.0,355.8699951171875,344.67999267578125,350.8399963378906,350.8399963378906,108989800,168.02999877929688,169.02999877929688,164.07000732421875,167.02000427246094,166.79786682128906,224441400,126.0,126.70999908447266,123.9020004272461,124.38200378417969,124.38200378417969,23797000
2025-09-08,151.8000030517578,152.63999938964844,149.22000122070312,151.41000366210938,151.41000366210938,41849000,154.91000366210938,158.3000030517578,154.83999633789062,156.10000610351562,156.10000610351562,47643000,354.6400146484375,358.44000244140625,344.8399963378906,346.3999938964844,346.3999938964844,75208300,167.5500030517578,170.9600067138672,167.35000610351562,168.30999755859375,168.08612060546875,163769100,124.85399627685547,125.2040023803711,123.19999694824219,124.47599792480469,124.47599792480469,19151000
2025-09-09,151.99000549316406,156.66000366210938,151.92999267578125,155.82000732421875,155.82000732421875,42802500,157.25,162.75,156.3699951171875,162.36000061035156,162.36000061035156,61359500,348.44000244140625,350.7699890136719,343.82000732421875,346.9700012207031,346.9700012207031,53816000,169.08999633789062,170.97999572753906,166.74000549316406,170.75999450683594,170.53285217285156,157548400,124.66699981689453,126.5719985961914,124.66699981689453,126.32499694824219,126.32499694824219,22197000
2025-09-10,163.5399932861328,164.52999877929688,158.0,159.5399932861328,159.5399932861328,52465300,166.0,169.0,163.44000244140625,166.74000549316406,166.74000549316406,62211400,350.54998779296875,356.3299865722656,346.07000732421875,347.7900085449219,347.7900085449219,72121700,176.63999938964844,179.2899932861328,175.47000122070312,177.3300018310547,177.09413146972656,226852000,126.39700317382812,126.69999694824219,124.63600158691406,124.77100372314453,124.77100372314453,27010000
2025-09-11,158.6199951171875,160.2100067138672,154.99000549316406,155.6699981689453,155.6699981689453,48817700,167.24000549316406,167.45799255371094,163.22000122070312,164.36000061035156,164.36000061035156,42025500,350.1700134277344,368.989990234375,347.6000061035156,368.80999755859375,368.80999755859375,103756000,179.67999267578125,180.27999877929688,176.47999572753906,177.1699981689453,176.9443359375,151159300,125.0999984741211,125.34500122070312,119.19999694824219,120.3499984741211,120.3499984741211,56823000
2025-09-12,157.0,160.41000366210938,154.9199981689453,158.57000732421875,158.57000732421875,42232800,165.35000610351562,171.52999877929688,164.00999450683594,171.42999267578125,171.42999267578125,54498500,370.94000244140625,396.69000244140625,370.239990234375,395.94000244140625,395.94000244140625,168156400,177.77000427246094,178.60000610351562,176.4499969482422,177.82000732421875,177.59349060058594,124911000,120.30599975585938,121.1780014038086,118.23999786376953,118.84400177001953,118.84400177001953,37849000
2025-09-15,160.00999450683594,162.3000030517578,157.60000610351562,161.16000366210938,161.16000366210938,36808700,169.60000610351562,171.8000030517578,167.41000366210938,171.2100067138672,171.2100067138672,45396100,423.1300048828125,425.70001220703125,402.42999267578125,410.0400085449219,410.0400085449219,163823700,175.6699981689453,178.85000610351562,174.50999450683594,177.75,177.52359008789062,147061600,118.83999633789062,120.7239990234375,117.32099914550781,120.22599792480469,120.22599792480469,29093000
2025-09-16,161.3699951171875,161.9499969482422,159.22000122070312,160.4600067138672,160.4600067138672,27946500,171.0399932861328,171.30999755859375,168.9600067138672,170.25999450683594,170.25999450683594,34598700,414.5,423.25,411.42999267578125,421.6199951171875,421.6199951171875,104285700,177.0,177.5,174.3800048828125,174.8800048828125,174.65724182128906,140737800,120.56400299072266,120.9000015258789,119.72799682617188,120.0510025024414,120.0510025024414,24047000
